"Name","Date","VS","Score","ATS","O/U"
"Pistons","27-Feb","@ CHA","L 106-117","L 7","U 234"
"Pistons","25-Feb","TOR","L 91-95","W 8","U 227"
"Pistons","23-Feb","@ ORL","L 106-108","W 8","U 230"
"Pistons","15-Feb","@ BOS","L 109-127","L 11.5","O 228.5"
"Pistons","12-Feb","@ TOR","L 118-119","W 11","O 225.5"
"Pistons","10-Feb","SA","W 138-131 (OT)","W -6","O 235.5"
"Pistons","8-Feb","@ CLE","L 85-113","L 9","U 217.5"
"Pistons","6-Feb","BOS","L 99-111","L 8.5","U 227.5"
"Pistons","4-Feb","PHO","L 100-116","L 4.5","U 228.5"
"Pistons","3-Feb","CHA","W 118-112","W 1.5","U 240.5"
"Pistons","30-Jan","@ DAL","L 105-111","W 10","U 231.5"
"Pistons","28-Jan","HOU","L 114-117","L -5.5","U 235.5"
"Pistons","26-Jan","@ BK","W 130-122","W 8","O 235"
"Pistons","23-Jan","MIL","L 130-150","L 11","O 236"
"Pistons","19-Jan","CHI","L 108-126","L 7.5","U 236"
"Pistons","15-Jan","NY","L 104-117","L 8.5","U 225"
"Pistons","13-Jan","NO","L 110-116","L 5.5","U 235.5"
"Pistons","11-Jan","MIN","W 135-118","W 6.5","O 234"
"Pistons","10-Jan","@ PHI","L 116-147","L 14.5","O 225"
"Pistons","8-Jan","PHI","L 111-123","L 6","O 230"
"Pistons","6-Jan","@ SA","L 109-121","L 1.5","U 236"
"Pistons","4-Jan","@ GS","W 122-119","W 6.5","O 232.5"
"Pistons","2-Jan","@ POR","L 106-135","L 9.5","O 231.5"
"Pistons","31-Dec","@ MIN","W 116-104","W 7","U 232"
"Pistons","30-Dec","@ CHI","L 118-132","L 7.5","O 230.5"
"Pistons","28-Dec","ORL","W 121-101","W -1","U 229.5"
"Pistons","26-Dec","LAC","L 131-142 (OT)","L 6","O 222"
"Pistons","23-Dec","@ ATL","L 105-130","L 9.5","O 234"
"Pistons","21-Dec","@ PHI","L 93-113","L 12","U 222.5"
"Pistons","20-Dec","UTA","L 111-126","L 2.5","O 228.5"
"Pistons","18-Dec","BK","L 121-124","W 8.5","O 228"
"Pistons","16-Dec","SAC","L 113-122","L 6.5","U 238"
"Pistons","14-Dec","@ CHA","W 141-134 (OT)","W 4","O 229.5"
"Pistons","11-Dec","LAL","L 117-124","L 5.5","O 233"
"Pistons","9-Dec","@ MEM","L 103-114","P 11","U 227.5"
"Pistons","7-Dec","@ NO","L 98-104","W 11","U 228.5"
"Pistons","6-Dec","@ MIA","W 116-96","W 7.5","U 220.5"
"Pistons","4-Dec","MEM","L 112-122","L 6.5","O 228.5"
"Pistons","1-Dec","DAL","W 131-125 (OT)","W 8","O 221.5"
"Pistons","29-Nov","NY","L 110-140","L 4.5","O 225.5"
"Pistons","27-Nov","CLE","L 94-102","P 8","U 218.5"
"Pistons","25-Nov","@ PHO","L 102-108","W 12","U 224"
"Pistons","23-Nov","@ UTA","W 125-116","W 11.5","O 234"
"Pistons","22-Nov","@ DEN","W 110-108","W 11.5","U 227"
"Pistons","20-Nov","@ SAC","L 129-137","W 10.5","O 233.5"
"Pistons","18-Nov","@ LAL","L 121-128","L 6","O 226"
"Pistons","17-Nov","@ LAC","L 91-96","W 10.5","U 219"
"Pistons","14-Nov","TOR","L 111-115","W 4.5","O 217.5"
"Pistons","12-Nov","BOS","L 108-117","L 8.5","P 225"
"Pistons","11-Nov","@ NY","L 112-121","P 9","O 223.5"
"Pistons","9-Nov","@ BOS","L 112-128","L 13","O 225.5"
"Pistons","7-Nov","OKC","W 112-103","W 2","U 224"
"Pistons","4-Nov","CLE","L 88-112","L 4","U 215.5"
"Pistons","2-Nov","@ MIL","L 91-116","L 11.5","U 222.5"
"Pistons","31-Oct","@ MIL","L 108-110","W 13.5","U 224.5"
"Pistons","30-Oct","GS","W 128-114","W 7.5","O 232"
"Pistons","28-Oct","ATL","L 112-136","L 6","O 229.5"
"Pistons","26-Oct","ATL","L 113-118","W 7.5","O 229"
"Pistons","25-Oct","@ WAS","L 99-120","L 6","U 221"
"Pistons","22-Oct","@ IND","L 115-124","L 1.5","O 231.5"
"Pistons","21-Oct","@ NY","L 106-130","L 7","O 220.5"
"Pistons","19-Oct","ORL","W 113-109","W -3.5","O 216"
"Pacers","16-May","@ TOR","W 125-113","W -6","O 226"
"Pacers","15-May","LAL","L 115-122","W 8.5","O 226.5"
"Pacers","13-May","MIL","L 133-142","W 9.5","O 241.5"
"Pacers","11-May","PHI","W 103-94","W 5.5","U 233.5"
"Pacers","10-May","@ CLE","W 111-102","P -9","U 228.5"
"Pacers","8-May","WAS","L 132-133 (OT)","W 4","O 250"
"Pacers","6-May","ATL","W 133-126","W 6","O 238.5"
"Pacers","5-May","SAC","L 93-104","L -6","U 240"
"Pacers","3-May","@ WAS","L 141-154","L 4.5","O 245.5"
"Pacers","1-May","@ OKC","W 152-95","W -8.5","O 232.5"
"Pacers","29-Apr","BK","L 113-130","L 5","O 242"
"Pacers","27-Apr","POR","L 112-133","L 6","O 242.5"
"Pacers","25-Apr","@ ORL","W 131-112","W -6","O 225.5"
"Pacers","24-Apr","DET","W 115-109","W -4.5","U 229.5"
"Pacers","21-Apr","OKC","W 122-116","L -9","O 231"
"Pacers","19-Apr","SA","L 94-109","L 3.5","U 234"
"Pacers","18-Apr","@ ATL","L 117-129","L 2","O 231"
"Pacers","16-Apr","@ UTA","L 111-119","W 10","U 233.5"
"Pacers","14-Apr","@ HOU","W 132-124","W -3.5","O 236"
"Pacers","13-Apr","LAC","L 115-126","L 3","O 233"
"Pacers","11-Apr","@ MEM","W 132-125","W 3.5","O 235"
"Pacers","9-Apr","@ ORL","W 111-106","L -6","U 223.5"
"Pacers","7-Apr","MIN","W 141-137","W 2","O 233"
"Pacers","6-Apr","CHI","L 97-113","L 2","U 225"
"Pacers","3-Apr","@ SA","W 139-133 (OT)","W 7","O 222.5"
"Pacers","2-Apr","CHA","L 97-114","L -5","U 218.5"
"Pacers","31-Mar","MIA","L 87-92","L 1.5","U 217"
"Pacers","29-Mar","@ WAS","L 124-132","L -7","O 230.5"
"Pacers","26-Mar","@ DAL","W 109-94","W -1.5","U 224.5"
"Pacers","24-Mar","DET","W 116-111","L -7.5","O 219"
"Pacers","22-Mar","@ MIL","L 113-140","L 7","O 233"
"Pacers","21-Mar","@ MIA","W 109-106 (OT)","W 3.5","U 218.5"
"Pacers","19-Mar","@ MIA","W 137-110","W 4","O 216.5"
"Pacers","17-Mar","BK","L 115-124","L -1.5","O 229.5"
"Pacers","15-Mar","@ DEN","L 106-121","L 4.5","O 222.5"
"Pacers","13-Mar","@ PHO","W 122-111","W 7","O 225"
"Pacers","12-Mar","@ LAL","L 100-105","L 4.5","U 219.5"
"Pacers","4-Mar","DEN","L 103-113","L 3.5","U 226"
"Pacers","3-Mar","@ CLE","W 114-111","L -6.5","O 219"
"Pacers","1-Mar","@ PHI","L 114-130","L 3.5","O 222.5"
"Pacers","27-Feb","@ NY","L 107-110","L 1","O 215.5"
"Pacers","26-Feb","@ BOS","L 112-118","L 2.5","O 219"
"Pacers","24-Feb","GS","L 107-111","L -2.5","U 231.5"
"Pacers","17-Feb","@ MIN","W 134-128 (OT)","W -5.5","O 225.5"
"Pacers","15-Feb","CHI","L 112-120 (OT)","L -4.5","O 223"
"Pacers","13-Feb","@ ATL","W 125-113","W -1.5","O 223.5"
"Pacers","11-Feb","@ DET","W 111-95","W -4","U 215"
"Pacers","10-Feb","@ BK","L 94-104","L -1.5","U 234.5"
"Pacers","7-Feb","UTA","L 95-103","L 5","U 224.5"
"Pacers","5-Feb","NO","L 113-114","L -1","U 228.5"
"Pacers","3-Feb","@ MIL","L 110-130","L 9","O 231.5"
"Pacers","2-Feb","MEM","W 134-116","W -4.5","O 222"
"Pacers","31-Jan","PHI","L 110-119","L -2.5","O 221.5"
"Pacers","29-Jan","@ CHA","L 105-108","L -3.5","U 221"
"Pacers","27-Jan","@ CHA","W 116-106","W -3","P 222"
"Pacers","25-Jan","TOR","W 129-114","W -2.5","O 219"
"Pacers","24-Jan","TOR","L 102-107","L -4.5","U 217.5"
"Pacers","22-Jan","ORL","W 120-118 (OT)","L -4.5","O 215.5"
"Pacers","20-Jan","DAL","L 112-124","L 2.5","O 221"
"Pacers","17-Jan","@ LAC","L 96-129","L 8","O 219"
"Pacers","14-Jan","@ POR","W 111-87","W 3.5","U 228"
"Pacers","12-Jan","@ GS","W 104-95","W 3.5","U 227"
"Pacers","11-Jan","@ SAC","L 122-127","L -3.5","O 230"
"Pacers","9-Jan","PHO","L 117-125","L -3","O 217"
"Pacers","6-Jan","HOU","W 114-107","W -3","U 224"
"Pacers","4-Jan","@ NO","W 118-116 (OT)","W 2","O 215"
"Pacers","2-Jan","NY","L 102-106","L -9.5","U 215"
"Pacers","31-Dec","CLE","W 119-99","W -8","U 219.5"
"Pacers","29-Dec","BOS","L 111-116","L -1.5","O 219.5"
"Pacers","27-Dec","BOS","W 108-107","W 2.5","U 220"
"Pacers","26-Dec","@ CHI","W 125-106","W -6","O 224"
"Pacers","23-Dec","NY","W 121-107","W -7.5","O 215.5"
"Pacers","10-Apr","@ BK","L 126-134","W 16.5","O 245"
"Pacers","9-Apr","@ PHI","L 120-133","W 14.5","O 236.5"
"Pacers","5-Apr","PHI","L 122-131","W 10.5","O 235"
"Pacers","3-Apr","DET","L 117-121","L -4.5","O 233"
"Pacers","1-Apr","@ BOS","L 123-128","W 15","O 226.5"
"Pacers","30-Mar","DEN","L 118-125","W 10","O 237"
"Pacers","28-Mar","ATL","L 123-132","L 7.5","O 236"
"Pacers","26-Mar","@ TOR","L 91-131","L 12","U 223"
"Pacers","24-Mar","@ MEM","L 103-133","L 11","U 236.5"
"Pacers","23-Mar","SAC","L 109-110","L -6","U 233"
"Pacers","20-Mar","POR","W 129-98","W -7.5","U 236"
"Pacers","18-Mar","@ HOU","W 121-118","L -4","U 243.5"
"Pacers","15-Mar","MEM","L 102-135","L 6.5","O 236.5"
"Pacers","13-Mar","@ ATL","L 128-131","W 12.5","O 237.5"
"Pacers","12-Mar","@ SA","W 119-108","W 1.5","U 239.5"
"Pacers","8-Mar","CLE","L 124-127","L 2.5","O 222.5"
"Pacers","6-Mar","@ WAS","L 123-133","L 2","O 227"
"Pacers","4-Mar","@ DET","L 106-111","L -2.5","U 230.5"
"Pacers","2-Mar","@ ORL","W 122-114 (OT)","W -2","O 231"
"Pacers","28-Feb","@ ORL","L 103-119","L 3","U 233"
"Pacers","27-Feb","BOS","W 128-107","W 9.5","O 226.5"
"Pacers","25-Feb","OKC","L 125-129 (OT)","L -8","O 226.5"
"Pacers","16-Feb","WAS","W 113-108","W -1","U 226.5"
"Pacers","15-Feb","@ MIL","L 119-128","W 14","O 239"
"Pacers","13-Feb","MIN","L 120-129","L 7.5","O 240"
"Pacers","11-Feb","CLE","L 113-120","L 6.5","O 216"
"Pacers","8-Feb","@ ATL","L 112-133","L 12.5","O 227.5"
"Pacers","6-Feb","@ CLE","L 85-98","L 7","U 212.5"
"Pacers","4-Feb","CHI","L 115-122","L 1.5","O 228.5"
"Pacers","2-Feb","ORL","L 118-119","L -3.5","O 225.5"
"Pacers","31-Jan","LAC","W 122-116","W 1","O 224"
"Pacers","29-Jan","@ DAL","L 105-132","L 10.5","O 216.5"
"Pacers","28-Jan","@ OKC","W 113-110 (OT)","W -1.5","P 223"
"Pacers","26-Jan","CHA","L 126-158","L 2","O 229"
"Pacers","24-Jan","@ NO","L 113-117","P 4","O 217.5"
"Pacers","22-Jan","@ PHO","L 103-113","W 13.5","U 219.5"
"Pacers","20-Jan","@ GS","W 121-117 (OT)","W 16.5","O 217.5"
"Pacers","19-Jan","@ LAL","W 111-104","W 3.5","U 224"
"Pacers","17-Jan","@ LAC","L 133-139","L 2.5","O 211"
"Pacers","14-Jan","PHO","L 94-112","L 6","U 219.5"
"Pacers","12-Jan","BOS","L 100-119","L -1","O 210.5"
"Pacers","10-Jan","@ BOS","L 98-101 (OT)","W 9","U 212"
"Pacers","8-Jan","UTA","W 125-113","W 5","O 225.5"
"Pacers","5-Jan","BK","L 121-129","W 8.5","O 224.5"
"Pacers","4-Jan","@ NY","L 94-104","L 3.5","U 205.5"
"Pacers","2-Jan","@ CLE","L 104-108","P 4","O 207.5"
"Pacers","31-Dec","CHI","L 106-108","W 3","U 220.5"
"Pacers","29-Dec","CHA","L 108-116","L -3.5","U 226"
"Pacers","26-Dec","@ CHI","L 105-113","L 4.5","U 219.5"
"Pacers","23-Dec","HOU","W 118-106","W -6.5","O 223.5"
"Pacers","21-Dec","@ MIA","L 96-125","L -2.5","O 210"
"Pacers","16-Dec","DET","W 122-113","L -10.5","O 208"
"Pacers","15-Dec","@ MIL","L 99-114","L -3","U 215"
"Pacers","13-Dec","GS","L 100-102","W 4","U 214"
"Pacers","10-Dec","DAL","W 106-93","W -2","U 213.5"
"Pacers","8-Dec","NY","W 122-102","W -5","O 208"
"Pacers","6-Dec","WAS","W 116-110","P -6","O 211.5"
"Pacers","3-Dec","MIA","L 104-113","L -5.5","O 206"
"Pacers","1-Dec","ATL","L 111-114","L -2.5","O 217"
"Pacers","29-Nov","@ MIN","L 98-100","W 4","U 220"
"Pacers","28-Nov","MIL","L 100-118","L 2","O 217"
"Pacers","26-Nov","TOR","W 114-97","W -5","O 209"
"Pacers","24-Nov","LAL","L 116-124 (OT)","L -6.5","O 217"
"Pacers","22-Nov","@ CHI","W 109-77","W 1.5","U 216.5"
"Pacers","20-Nov","NO","W 111-94","W -7.5","U 207.5"
"Pacers","19-Nov","@ CHA","L 118-121","L -1","O 216.5"
"Pacers","17-Nov","@ DET","L 89-97","L -7","U 205.5"
"Pacers","15-Nov","@ NY","L 84-92","L 3","U 211"
"Pacers","13-Nov","PHI","W 118-113","W -4","O 214"
"Pacers","11-Nov","@ UTA","W 111-100","W 10.5","U 215"
"Pacers","10-Nov","@ DEN","L 98-101","L -3.5","U 204.5"
"Pacers","7-Nov","@ SAC","W 94-91","W 2","U 224.5"
"Pacers","5-Nov","@ POR","L 106-110","W 5.5","U 222.5"
"Pacers","3-Nov","NY","W 111-98","W -1","U 216"
"Pacers","1-Nov","SA","W 131-118","W -2.5","O 215.5"
"Pacers","30-Oct","TOR","L 94-97","L -3","U 212.5"
"Pacers","29-Oct","@ BK","L 98-105","W 8.5","U 223.5"
"Pacers","27-Oct","@ TOR","L 100-118","L 1","O 214.5"
"Pacers","25-Oct","MIL","L 109-119","L 1","U 229"
"Pacers","23-Oct","MIA","W 102-91 (OT)","W 3.5","U 222"
"Pacers","22-Oct","@ WAS","L 134-135 (OT)","L -1.5","O 225.5"
"Pacers","20-Oct","@ CHA","L 122-123","L -1.5","O 223.5"
"Pacers","9-Apr","@ NY","W 141-136","W 9.5","O 231.5"
"Pacers","7-Apr","DET","L 115-122","L -6.5","O 233.5"
"Pacers","5-Apr","NY","L 129-138","L 5","O 229"
"Pacers","2-Apr","@ CLE","L 105-115","W 13","U 231"
"Pacers","31-Mar","OKC","W 121-117","W 6","U 243.5"
"Pacers","29-Mar","MIL","L 136-149","L 12.5","O 238"
"Pacers","27-Mar","DAL","L 104-127","L 7.5","U 237.5"
"Pacers","25-Mar","@ ATL","L 130-143","L 10","O 249.5"
"Pacers","24-Mar","@ BOS","L 95-120","L 11","U 236.5"
"Pacers","22-Mar","@ TOR","W 118-114","W 8.5","O 231.5"
"Pacers","20-Mar","@ CHA","L 109-115","L -2","U 235"
"Pacers","18-Mar","PHI","L 121-141","L 4.5","O 230.5"
"Pacers","16-Mar","@ MIL","W 139-123","W 12","O 236.5"
"Pacers","13-Mar","@ DET","L 97-117","L -4","U 226.5"
"Pacers","11-Mar","@ DET","W 121-115","W -3.5","O 227.5"
"Pacers","9-Mar","HOU","W 134-125 (OT)","L -10","O 237"
"Pacers","6-Mar","PHI","L 143-147","W 6","O 234.5"
"Pacers","5-Mar","@ CHI","W 125-122","W 5.5","O 226.5"
"Pacers","2-Mar","@ SA","L 99-110","L -5","U 234"
"Pacers","28-Feb","@ DAL","W 124-122","W 8.5","O 235"
"Pacers","25-Feb","@ ORL","W 121-108","W 2.5","U 231"
"Pacers","23-Feb","BOS","L 138-142 (OT)","W 7.5","O 233.5"
"Pacers","15-Feb","CHI","W 117-113","W -2.5","O 227"
"Pacers","13-Feb","UTA","L 117-123","L 1","U 243.5"
"Pacers","11-Feb","@ WAS","L 113-127","L 5.5","O 236"
"Pacers","10-Feb","PHO","L 104-117","L -2.5","U 231"
"Pacers","8-Feb","@ MIA","L 111-116","W 6.5","O 224.5"
"Pacers","5-Feb","CLE","L 103-122","L 4.5","U 227.5"
"Pacers","3-Feb","SAC","W 107-104","W 2","U 235.5"
"Pacers","2-Feb","LAL","L 111-112","W 2.5","U 240.5"
"Pacers","29-Jan","@ MEM","L 100-112","L 8","U 242.5"
"Pacers","27-Jan","MIL","L 131-141","L 6.5","O 238.5"
"Pacers","25-Jan","@ ORL","L 120-126","L 5","O 234.5"
"Pacers","24-Jan","CHI","W 116-110","W 1.5","U 234.5"
"Pacers","21-Jan","@ PHO","L 107-112","L 2.5","U 229"
"Pacers","20-Jan","@ DEN","L 111-134","L 6","O 236.5"
"Pacers","18-Jan","@ OKC","L 106-126","L 3.5","U 237"
"Pacers","16-Jan","@ MIL","L 119-132","L 5","O 227.5"
"Pacers","14-Jan","MEM","L 112-130","L 7.5","O 240"
"Pacers","13-Jan","ATL","L 111-113","W 3.5","U 239"
"Pacers","11-Jan","@ NY","L 113-119","L 5","O 226"
"Pacers","8-Jan","CHA","W 116-111","L -5.5","U 239.5"
"Pacers","6-Jan","POR","W 108-99","W -1","U 237"
"Pacers","4-Jan","@ PHI","L 126-129 (OT)","W 5","O 234"
"Pacers","2-Jan","TOR","W 122-114","W 2","O 232.5"
"Pacers","31-Dec","LAC","W 131-130","W 2.5","O 231.5"
"Pacers","29-Dec","CLE","W 135-126","W 3.5","O 225.5"
"Pacers","27-Dec","ATL","W 129-114","W 2","O 238.5"
"Pacers","26-Dec","@ NO","L 93-113","L 2","U 234"
"Pacers","23-Dec","@ MIA","W 111-108","W 6.5","U 224.5"
"Pacers","21-Dec","@ BOS","W 117-112","W 9.5","U 232.5"
"Pacers","18-Dec","NY","L 106-109","L -1","U 228"
"Pacers","16-Dec","@ CLE","L 112-118","W 8","O 222.5"
"Pacers","14-Dec","GS","W 125-119","W 1.5","O 239"
"Pacers","12-Dec","MIA","L 82-87","L 3.5","U 229.5"
"Pacers","10-Dec","BK","L 133-136","L -8.5","O 226.5"
"Pacers","9-Dec","WAS","W 121-111","W -3.5","P 232"
"Pacers","7-Dec","@ MIN","L 115-121","L 4.5","U 238.5"
"Pacers","5-Dec","@ GS","W 112-104","W 12.5","U 241"
"Pacers","4-Dec","@ POR","L 100-116","L 5","U 234"
"Pacers","2-Dec","@ UTA","L 119-139","L 4","O 240"
"Pacers","30-Nov","@ SAC","L 114-137","L 4.5","O 242.5"
"Pacers","28-Nov","@ LAL","W 116-115","W 3.5","U 238"
"Pacers","27-Nov","@ LAC","L 100-114","L -2","U 221"
"Pacers","25-Nov","BK","W 128-117","W 3.5","O 234"
"Pacers","23-Nov","MIN","L 101-115","L 2","U 236.5"
"Pacers","21-Nov","ORL","W 123-102","W -7.5","U 226"
"Pacers","19-Nov","ORL","W 114-113","L -8","O 226"
"Pacers","18-Nov","@ HOU","W 99-91","W -5.5","U 236"
"Pacers","16-Nov","@ CHA","W 125-113","W 1","O 237.5"
"Pacers","12-Nov","TOR","W 118-104","W -2.5","U 229.5"
"Pacers","9-Nov","DEN","L 119-122","W 5","O 235.5"
"Pacers","7-Nov","NO","W 129-122","W 5","O 233.5"
"Pacers","4-Nov","MIA","W 101-99","W 3","U 225"
"Pacers","31-Oct","@ BK","L 109-116","W 8","U 236.5"
"Pacers","29-Oct","@ BK","W 125-116","W 11","O 239.5"
"Pacers","28-Oct","@ WAS","W 127-117","W 4.5","O 228"
"Pacers","26-Oct","@ CHI","L 109-124","L 7","U 234.5"
"Pacers","24-Oct","@ PHI","L 106-120","L 12","U 229"
"Pacers","22-Oct","DET","W 124-115","W -1.5","O 231.5"
"Pacers","21-Oct","SA","L 134-137","L -2","O 232.5"
"Pacers","19-Oct","WAS","L 107-114","L 2.5","U 229"
"Bucks","16-May","@ CHI","L 112-118","L -7.5","O 225"
"Bucks","15-May","MIA","W 122-108","W -4","U 233.5"
"Bucks","13-May","@ IND","W 142-133","L -9.5","O 241.5"
"Bucks","11-May","ORL","W 114-102","L -15.5","U 230.5"
"Bucks","10-May","@ SA","L 125-146","L -7","O 233.5"
"Bucks","7-May","HOU","W 141-133","L -17.5","O 233.5"
"Bucks","5-May","WAS","W 135-134","L -4","O 244"
"Bucks","4-May","BK","W 124-118","W -3","U 243"
"Bucks","2-May","BK","W 117-114","W -2.5","U 242.5"
"Bucks","30-Apr","@ CHI","W 108-98","W -1.5","U 224"
"Bucks","29-Apr","@ HOU","L 136-143","L -14.5","O 233"
"Bucks","27-Apr","@ CHA","W 114-104","W -9.5","U 224.5"
"Bucks","25-Apr","@ ATL","L 104-111","L -5.5","U 229"
"Bucks","24-Apr","PHI","W 132-94","W -8.5","U 226.5"
"Bucks","22-Apr","PHI","W 124-117","W -6","O 224.5"
"Bucks","19-Apr","PHO","L 127-128 (OT)","L -3","O 232"
"Bucks","17-Apr","MEM","L 115-128","L -8.5","O 236.5"
"Bucks","15-Apr","@ ATL","W 120-109","W -4","U 236"
"Bucks","14-Apr","@ MIN","W 130-105","W -10","O 234"
"Bucks","11-Apr","@ ORL","W 124-87","W -9","U 224.5"
"Bucks","9-Apr","CHA","L 119-127","L 3","O 219.5"
"Bucks","8-Apr","@ DAL","L 101-116","L 2.5","U 227.5"
"Bucks","6-Apr","@ GS","L 121-122","L -2.5","O 236"
"Bucks","3-Apr","@ SAC","W 129-128","L -3","O 238"
"Bucks","2-Apr","@ POR","W 127-109","W -3","U 241"
"Bucks","31-Mar","@ LAL","W 112-97","W -8.5","U 223.5"
"Bucks","29-Mar","@ LAC","L 105-129","L -2","O 230.5"
"Bucks","27-Mar","NY","L 96-102","L 2.5","U 218"
"Bucks","26-Mar","BOS","L 114-122","L -6","O 235"
"Bucks","24-Mar","BOS","W 121-119","L -7","O 231"
"Bucks","22-Mar","IND","W 140-113","W -7","O 233"
"Bucks","20-Mar","SA","W 120-113","L -11.5","O 229.5"
"Bucks","17-Mar","@ PHI","W 109-105 (OT)","L -6","U 235"
"Bucks","15-Mar","@ WAS","W 133-122","W -8.5","O 245"
"Bucks","13-Mar","@ WAS","W 125-119","L -13","O 236"
"Bucks","11-Mar","NY","W 134-101","W -11","O 223"
"Bucks","4-Mar","@ MEM","W 112-111","L -6","U 235.5"
"Bucks","2-Mar","DEN","L 97-128","L -8","U 234"
"Bucks","28-Feb","LAC","W 105-100","W -1.5","U 231.5"
"Bucks","25-Feb","NO","W 129-125","L -8","O 242"
"Bucks","23-Feb","MIN","W 139-112","W -10","O 232.5"
"Bucks","21-Feb","SAC","W 128-115","W -10","O 239.5"
"Bucks","19-Feb","OKC","W 98-85","W -11","U 232.5"
"Bucks","18-Feb","TOR","L 96-110","L -7.5","U 234"
"Bucks","16-Feb","TOR","L 113-124","L -6","O 235.5"
"Bucks","14-Feb","@ OKC","L 109-114","L -11.5","U 228.5"
"Bucks","12-Feb","@ UTA","L 115-129","L 2.5","O 233"
"Bucks","10-Feb","@ PHO","L 124-125","L -4","O 229"
"Bucks","8-Feb","@ DEN","W 125-112","W -2","O 233"
"Bucks","6-Feb","@ CLE","W 124-99","W -10","U 226.5"
"Bucks","5-Feb","@ CLE","W 123-105","W -11","P 228"
"Bucks","3-Feb","IND","W 130-110","W -9","O 231.5"
"Bucks","1-Feb","POR","W 134-106","W -10","O 235"
"Bucks","30-Jan","@ CHA","L 114-126","L -9.5","O 231"
"Bucks","29-Jan","@ NO","L 126-131","L -6.5","O 230"
"Bucks","27-Jan","@ TOR","W 115-108","W -6.5","U 228.5"
"Bucks","24-Jan","ATL","W 129-115","W -12","O 225"
"Bucks","21-Jan","LAL","L 106-113","L -1.5","U 228"
"Bucks","18-Jan","@ BK","L 123-125","L -4","O 239.5"
"Bucks","15-Jan","DAL","W 112-109","L -8","U 229.5"
"Bucks","13-Jan","@ DET","W 110-101","L -10.5","U 226"
"Bucks","11-Jan","@ ORL","W 121-99","W -10","U 226.5"
"Bucks","9-Jan","CLE","W 100-90","W -8.5","U 219"
"Bucks","8-Jan","UTA","L 118-131","L -5.5","O 231.5"
"Bucks","6-Jan","DET","W 130-115","W -11.5","O 227"
"Bucks","4-Jan","DET","W 125-115","L -15.5","O 223.5"
"Bucks","1-Jan","CHI","W 126-96","W -14.5","U 232.5"
"Bucks","30-Dec","@ MIA","L 108-119","L -6.5","U 228"
"Bucks","29-Dec","@ MIA","W 144-97","W -6","O 226.5"
"Bucks","27-Dec","@ NY","L 110-130","L -13","O 222.5"
"Bucks","25-Dec","GS","W 138-99","W -9.5","O 231"
"Bucks","23-Dec","@ BOS","L 121-122","L -4.5","O 223"
"Bucks","10-Apr","@ CLE","L 115-133","L 8.5","O 226.5"
"Bucks","8-Apr","@ DET","W 131-101","W -10.5","O 231.5"
"Bucks","7-Apr","BOS","W 127-121","L -8","O 227"
"Bucks","5-Apr","@ CHI","W 127-106","W -6.5","O 230.5"
"Bucks","3-Apr","DAL","L 112-118","L -6.5","O 227"
"Bucks","1-Apr","LAC","L 119-153","L -3.5","O 217.5"
"Bucks","31-Mar","@ BK","W 120-119 (OT)","W 2","U 243"
"Bucks","29-Mar","@ PHI","W 118-116","W -1","O 231.5"
"Bucks","26-Mar","@ MEM","L 102-127","L -1","U 233.5"
"Bucks","24-Mar","WAS","W 114-102","W -8.5","U 228.5"
"Bucks","22-Mar","CHI","W 126-98","W -6.5","U 235.5"
"Bucks","19-Mar","@ MIN","L 119-138","L 3.5","O 242.5"
"Bucks","16-Mar","@ SAC","W 135-126","W -8","O 242"
"Bucks","14-Mar","@ UTA","W 117-111","W 2","U 231.5"
"Bucks","12-Mar","@ GS","L 109-122","L -2.5","U 238"
"Bucks","9-Mar","ATL","W 124-115","W -4.5","U 241"
"Bucks","8-Mar","@ OKC","W 142-115","W -13.5","O 232.5"
"Bucks","6-Mar","PHO","W 132-122","W -9","O 231"
"Bucks","4-Mar","@ CHI","W 118-112","W -5.5","U 240"
"Bucks","2-Mar","MIA","W 120-119","L -4.5","O 225"
"Bucks","28-Feb","CHA","W 130-106","W -10.5","U 238"
"Bucks","26-Feb","BK","L 123-126","L -9.5","O 238.5"
"Bucks","17-Feb","PHI","L 120-123","L -6.5","O 222.5"
"Bucks","15-Feb","IND","W 128-119","L -14","O 239"
"Bucks","14-Feb","POR","L 107-122","L -11.5","O 225.5"
"Bucks","10-Feb","@ PHO","L 107-131","L 3","O 233.5"
"Bucks","8-Feb","@ LAL","W 131-116","W -5","O 233.5"
"Bucks","6-Feb","@ LAC","W 137-113","W -5.5","O 227"
"Bucks","5-Feb","@ POR","W 137-108","W -11","O 230"
"Bucks","1-Feb","WAS","W 112-98","W -11","U 228.5"
"Bucks","30-Jan","DEN","L 100-136","L -6.5","O 232"
"Bucks","28-Jan","NY","W 123-108","W -9","O 217"
"Bucks","26-Jan","@ CLE","L 99-115","L -4","U 217"
"Bucks","22-Jan","SAC","W 133-127","L -8","O 226.5"
"Bucks","21-Jan","CHI","W 94-90","L -11.5","U 227"
"Bucks","19-Jan","MEM","W 126-114","W -6.5","O 228"
"Bucks","17-Jan","@ ATL","L 114-121","L -5.5","O 233.5"
"Bucks","15-Jan","TOR","L 96-103","L -7.5","U 218.5"
"Bucks","13-Jan","GS","W 118-99","W 1","U 224.5"
"Bucks","10-Jan","@ CHA","L 99-103","L -2.5","U 237"
