"Name","Date","VS","Score","ATS","O/U"
"Thunder","23-Nov","DEN","L 126-131 (OT)","L 1.5","O 230"
"Thunder","21-Nov","NY","L 119-129","L -1.5","O 227.5"
"Thunder","18-Nov","@ MEM","L 110-121","L 6.5","O 230"
"Thunder","16-Nov","@ WAS","W 121-120","W 5","O 230"
"Thunder","14-Nov","@ BOS","L 122-126","W 11.5","O 229"
"Thunder","13-Nov","@ NY","W 145-135","W 5.5","O 226.5"
"Thunder","11-Nov","TOR","W 132-113","W 5.5","O 220"
"Thunder","9-Nov","MIL","L 132-136 (OT)","L 1","O 214"
"Thunder","7-Nov","@ DET","L 103-112","L -2","U 224"
"Thunder","5-Nov","@ MIL","L 94-108","L 5.5","U 220"
"Thunder","3-Nov","DEN","L 110-122","L 6.5","O 228"
"Thunder","1-Nov","ORL","W 116-108","W -3.5","O 216.5"
"Thunder","29-Oct","@ DAL","W 117-111 (OT)","W 10.5","O 219"
"Thunder","27-Oct","LAC","W 118-110","W 7","O 218.5"
"Thunder","25-Oct","LAC","W 108-94","W 5.5","U 218"
"Thunder","23-Oct","MIN","L 106-116","L 9.5","U 226"
"Thunder","22-Oct","@ DEN","L 117-122","W 9","O 227.5"
"Thunder","19-Oct","@ MIN","L 108-115","W 11","U 225.5"
